No.,Distance_matrix,Feasible_solution,Cost,Solve time (sec)
0,"[[0, 0, 2, 0, 15, 14, 17, 11], [0, 0, 5, 19, 8, 0, 2, 15], [2, 5, 0, 0, 5, 12, 6, 5], [0, 19, 0, 0, 13, 6, 3, 6], [15, 8, 5, 13, 0, 14, 12, 15], [14, 0, 12, 6, 14, 0, 5, 4], [17, 2, 6, 3, 12, 5, 0, 5], [11, 15, 5, 6, 15, 4, 5, 0]]'","[[0, 3, 1, 9, 7, 14, 2, 8], [13, 0, 7, 11, 9, 2, 1, 10], [5, 4, 0, 14, 3, 9, 8, 2], [10, 6, 12, 0, 2, 5, 3, 1], [4, 5, 6, 8, 0, 10, 12, 11], [12, 8, 11, 13, 1, 0, 7, 4], [11, 14, 10, 4, 13, 6, 0, 9], [6, 12, 13, 7, 14, 3, 5, 0]]'",514,6.613484004999918
1,"[[0, 15, 14, 1, 6, 18, 7, 6], [15, 0, 4, 17, 8, 3, 8, 7], [14, 4, 0, 3, 16, 3, 18, 7], [1, 17, 3, 0, 5, 12, 15, 7], [6, 8, 16, 5, 0, 1, 11, 4], [18, 3, 3, 12, 1, 0, 11, 15], [7, 8, 18, 15, 11, 11, 0, 17], [6, 7, 7, 7, 4, 15, 17, 0]]'","[[0, 14, 1, 11, 3, 2, 13, 4], [8, 0, 7, 10, 4, 3, 11, 9], [9, 12, 0, 3, 5, 13, 14, 10], [5, 13, 4, 0, 6, 1, 2, 8], [7, 1, 2, 9, 0, 12, 8, 14], [10, 6, 8, 14, 11, 0, 9, 7], [12, 5, 6, 7, 10, 4, 0, 3], [6, 2, 11, 12, 13, 5, 1, 0]]'",619,7.657409222000297
2,"[[0, 1, 8, 12, 17, 17, 13, 14], [1, 0, 7, 3, 7, 9, 0, 5], [8, 7, 0, 15, 0, 4, 0, 4], [12, 3, 15, 0, 15, 15, 16, 17], [17, 7, 0, 15, 0, 13, 15, 2], [17, 9, 4, 15, 13, 0, 9, 6], [13, 0, 0, 16, 15, 9, 0, 1], [14, 5, 4, 17, 2, 6, 1, 0]]'","[[0, 2, 12, 4, 11, 3, 1, 10], [5, 0, 4, 3, 6, 13, 14, 12], [6, 1, 0, 14, 7, 2, 5, 3], [8, 7, 10, 0, 9, 11, 6, 5], [14, 10, 8, 13, 0, 5, 3, 4], [7, 8, 9, 1, 12, 0, 10, 6], [13, 9, 11, 12, 2, 4, 0, 7], [9, 11, 13, 2, 1, 14, 8, 0]]'",617,6.867997543000001
3,"[[0, 15, 18, 19, 4, 0, 16, 19], [15, 0, 9, 12, 12, 1, 14, 1], [18, 9, 0, 18, 13, 12, 1, 10], [19, 12, 18, 0, 15, 1, 7, 3], [4, 12, 13, 15, 0, 3, 2, 10], [0, 1, 12, 1, 3, 0, 4, 4], [16, 14, 1, 7, 2, 4, 0, 19], [19, 1, 10, 3, 10, 4, 19, 0]]'","[[0, 8, 11, 7, 13, 14, 6, 3], [4, 0, 10, 13, 3, 1, 2, 14], [5, 6, 0, 2, 9, 3, 14, 4], [9, 12, 8, 0, 14, 10, 3, 5], [10, 5, 7, 1, 0, 6, 12, 2], [2, 7, 12, 11, 4, 0, 5, 13], [1, 11, 13, 4, 8, 9, 0, 10], [12, 9, 1, 6, 11, 8, 7, 0]]'",642,7.848738292999769
4,"[[0, 9, 4, 4, 10, 0, 17, 11], [9, 0, 15, 13, 18, 19, 9, 6], [4, 15, 0, 2, 3, 19, 6, 3], [4, 13, 2, 0, 8, 2, 17, 6], [10, 18, 3, 8, 0, 2, 17, 19], [0, 19, 19, 2, 2, 0, 10, 0], [17, 9, 6, 17, 17, 10, 0, 2], [11, 6, 3, 6, 19, 0, 2, 0]]'","[[0, 7, 3, 8, 5, 13, 9, 6], [4, 0, 11, 13, 14, 12, 5, 1], [2, 6, 0, 9, 4, 5, 12, 13], [12, 2, 14, 0, 7, 10, 6, 5], [1, 9, 10, 3, 0, 2, 8, 12], [11, 3, 8, 1, 6, 0, 7, 9], [14, 10, 1, 11, 13, 4, 0, 3], [10, 8, 7, 4, 11, 14, 2, 0]]'",595,6.987632891999965
5,"[[0, 13, 2, 3, 14, 4, 6, 2], [13, 0, 17, 17, 11, 5, 6, 9], [2, 17, 0, 19, 18, 15, 0, 9], [3, 17, 19, 0, 17, 0, 12, 1], [14, 11, 18, 17, 0, 18, 9, 0], [4, 5, 15, 0, 18, 0, 5, 0], [6, 6, 0, 12, 9, 5, 0, 7], [2, 9, 9, 1, 0, 0, 7, 0]]'","[[0, 14, 10, 3, 7, 8, 6, 13], [9, 0, 7, 13, 6, 12, 8, 11], [4, 3, 0, 6, 2, 5, 11, 14], [1, 5, 9, 0, 8, 7, 2, 10], [12, 10, 13, 11, 0, 14, 4, 1], [11, 2, 1, 4, 3, 0, 10, 9], [5, 1, 12, 14, 9, 13, 0, 7], [2, 4, 8, 12, 5, 6, 3, 0]]'",584,7.068864354000198
6,"[[0, 3, 13, 4, 19, 1, 5, 19], [3, 0, 11, 19, 15, 3, 9, 6], [13, 11, 0, 17, 4, 18, 6, 0], [4, 19, 17, 0, 16, 3, 1, 11], [19, 15, 4, 16, 0, 12, 18, 18], [1, 3, 18, 3, 12, 0, 17, 4], [5, 9, 6, 1, 18, 17, 0, 17], [19, 6, 0, 11, 18, 4, 17, 0]]'","[[0, 13, 1, 2, 6, 11, 5, 12], [3, 0, 10, 4, 7, 12, 2, 6], [14, 8, 0, 6, 5, 7, 11, 3], [7, 5, 12, 0, 11, 8, 3, 1], [10, 1, 9, 14, 0, 2, 12, 13], [9, 14, 4, 13, 3, 0, 6, 5], [4, 9, 13, 10, 8, 1, 0, 14], [8, 11, 2, 9, 4, 10, 7, 0]]'",726,8.19560450300014
7,"[[0, 0, 0, 8, 3, 11, 7, 14], [0, 0, 11, 1, 18, 0, 16, 8], [0, 11, 0, 9, 13, 2, 13, 11], [8, 1, 9, 0, 17, 13, 15, 14], [3, 18, 13, 17, 0, 6, 17, 12], [11, 0, 2, 13, 6, 0, 1, 16], [7, 16, 13, 15, 17, 1, 0, 14], [14, 8, 11, 14, 12, 16, 14, 0]]'","[[0, 11, 12, 3, 7, 5, 1, 10], [6, 0, 5, 8, 14, 12, 13, 4], [4, 2, 0, 1, 13, 8, 11, 9], [13, 7, 14, 0, 5, 6, 10, 12], [9, 10, 3, 4, 0, 11, 12, 2], [2, 3, 10, 9, 1, 0, 4, 13], [14, 9, 6, 2, 8, 7, 0, 5], [8, 1, 7, 11, 6, 14, 3, 0]]'",697,6.944989924999845
8,"[[0, 13, 17, 4, 5, 18, 9, 7], [13, 0, 3, 18, 0, 4, 19, 15], [17, 3, 0, 18, 10, 19, 19, 2], [4, 18, 18, 0, 6, 10, 16, 5], [5, 0, 10, 6, 0, 16, 8, 8], [18, 4, 19, 10, 16, 0, 0, 10], [9, 19, 19, 16, 8, 0, 0, 2], [7, 15, 2, 5, 8, 10, 2, 0]]'","[[0, 2, 6, 14, 10, 3, 9, 5], [7, 0, 1, 8, 12, 11, 10, 9], [11, 3, 0, 12, 13, 7, 2, 10], [13, 4, 5, 0, 6, 10, 7, 2], [1, 5, 14, 9, 0, 4, 11, 7], [8, 6, 9, 1, 2, 0, 13, 14], [12, 14, 4, 3, 8, 5, 0, 1], [4, 13, 8, 11, 3, 12, 6, 0]]'",686,7.815878785999757
9,"[[0, 19, 8, 2, 5, 3, 1, 1], [19, 0, 3, 16, 5, 4, 2, 4], [8, 3, 0, 5, 13, 19, 5, 16], [2, 16, 5, 0, 4, 16, 7, 15], [5, 5, 13, 4, 0, 15, 7, 12], [3, 4, 19, 16, 15, 0, 15, 10], [1, 2, 5, 7, 7, 15, 0, 12], [1, 4, 16, 15, 12, 10, 12, 0]]'","[[0, 2, 1, 8, 9, 5, 13, 7], [10, 0, 5, 6, 4, 12, 3, 14], [12, 7, 0, 9, 10, 13, 2, 11], [4, 13, 14, 0, 1, 2, 11, 12], [3, 11, 8, 5, 0, 14, 12, 13], [11, 8, 3, 7, 6, 0, 4, 10], [14, 9, 6, 10, 7, 1, 0, 8], [6, 1, 4, 3, 2, 9, 5, 0]]'",579,6.58829441700027
