No.,Distance_matrix,Feasible_solution,Cost,Solve time (sec)
0,"[[0, 14, 11, 16, 0, 6], [14, 0, 16, 15, 3, 1], [11, 16, 0, 13, 3, 11], [16, 15, 13, 0, 5, 7], [0, 3, 3, 5, 0, 1], [6, 1, 11, 7, 1, 0]]'","[[0, 7, 4, 6, 8, 5], [1, 0, 10, 3, 4, 6], [3, 8, 0, 5, 6, 7], [9, 2, 1, 0, 10, 8], [2, 5, 9, 7, 0, 1], [10, 9, 2, 4, 3, 0]]'",289,2.3824352960000397
1,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 7, 10, 5, 9, 6], [4, 0, 3, 1, 8, 2], [8, 6, 0, 7, 2, 1], [2, 9, 4, 0, 3, 10], [1, 10, 5, 6, 0, 7], [3, 5, 9, 8, 4, 0]]'",330,1.8314839550002944
2,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 7, 10, 2, 8, 1], [5, 0, 8, 10, 6, 9], [6, 1, 0, 7, 3, 2], [4, 3, 9, 0, 5, 8], [9, 2, 4, 1, 0, 10], [3, 4, 5, 6, 7, 0]]'",245,1.4029852740000024
3,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 7, 6, 1, 4, 10], [8, 0, 1, 10, 9, 2], [2, 4, 0, 9, 8, 3], [3, 5, 7, 0, 2, 4], [5, 3, 10, 6, 0, 1], [9, 6, 5, 8, 7, 0]]'",237,1.2660831460002555
4,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 3, 1, 4, 2, 6], [10, 0, 7, 2, 4, 1], [8, 6, 0, 3, 10, 2], [7, 9, 5, 0, 1, 10], [5, 8, 9, 6, 0, 7], [9, 5, 4, 8, 3, 0]]'",260,1.48435964600003
5,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 10, 9, 4, 8, 1], [5, 0, 2, 9, 1, 8], [6, 7, 0, 8, 3, 5], [2, 3, 1, 0, 10, 7], [7, 6, 4, 5, 0, 2], [3, 4, 10, 6, 9, 0]]'",304,1.3170685009999943
6,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 10, 5, 1, 2, 7], [9, 0, 1, 7, 3, 5], [8, 2, 0, 6, 9, 10], [3, 8, 4, 0, 10, 9], [6, 4, 7, 5, 0, 1], [4, 6, 3, 2, 8, 0]]'",329,1.270587156000147
7,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 2, 1, 4, 10, 3], [8, 0, 10, 7, 9, 4], [6, 5, 0, 3, 4, 2], [9, 6, 8, 0, 1, 10], [5, 3, 7, 2, 0, 6], [7, 1, 9, 5, 8, 0]]'",414,1.6200458440002876
8,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 8, 7, 6, 4, 5], [1, 0, 5, 10, 7, 2], [9, 6, 0, 8, 1, 10], [2, 4, 3, 0, 5, 1], [10, 3, 2, 9, 0, 6], [3, 9, 4, 7, 8, 0]]'",206,2.6054453350002404
9,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 4, 2, 5, 10, 3], [6, 0, 5, 1, 3, 9], [7, 10, 0, 9, 1, 4], [8, 7, 3, 0, 2, 10], [9, 8, 6, 4, 0, 5], [1, 2, 8, 6, 7, 0]]'",310,1.40410248399985
