No.,Distance_matrix,Feasible_solution,Cost,Solve time (sec)
1,"[[0, 14, 8, 10], [14, 0, 2, 16], [8, 2, 0, 17], [10, 16, 17, 0]]'","[[0, 2, 3, 4], [5, 0, 4, 6], [6, 1, 0, 5], [1, 3, 2, 0]]'",130,0.022820927999873675
2,"[[0, 11, 6, 8], [11, 0, 13, 15], [6, 13, 0, 3], [8, 15, 3, 0]]'","[[0, 4, 2, 3], [1, 0, 3, 2], [5, 6, 0, 1], [6, 5, 4, 0]]'",120,0.01547429800007194
3,"[[0, 2, 10, 3], [2, 0, 1, 1], [10, 1, 0, 17], [3, 1, 17, 0]]'","[[0, 3, 5, 2], [6, 0, 1, 4], [4, 2, 0, 3], [1, 5, 6, 0]]'",55,0.016642718999946737
4,"[[0, 6, 19, 6], [6, 0, 6, 6], [19, 6, 0, 18], [6, 6, 18, 0]]'","[[0, 4, 5, 6], [2, 0, 6, 5], [3, 1, 0, 2], [1, 3, 4, 0]]'",145,0.01584824899987325
5,"[[0, 8, 11, 18], [8, 0, 6, 12], [11, 6, 0, 2], [18, 12, 2, 0]]'","[[0, 3, 1, 2], [4, 0, 2, 1], [5, 6, 0, 3], [6, 5, 4, 0]]'",108,0.01600554799983911
6,"[[0, 19, 0, 3], [19, 0, 15, 19], [0, 15, 0, 2], [3, 19, 2, 0]]'","[[0, 5, 4, 6], [2, 0, 1, 3], [3, 6, 0, 5], [1, 4, 2, 0]]'",135,0.01591344799999206
7,"[[0, 6, 19, 17], [6, 0, 14, 0], [19, 14, 0, 7], [17, 0, 7, 0]]'","[[0, 1, 3, 2], [5, 0, 6, 3], [4, 2, 0, 1], [6, 4, 5, 0]]'",149,0.016072318999931667
8,"[[0, 7, 13, 4], [7, 0, 3, 3], [13, 3, 0, 13], [4, 3, 13, 0]]'","[[0, 3, 6, 2], [5, 0, 1, 6], [4, 2, 0, 3], [1, 4, 5, 0]]'",94,0.015743549000035273
9,"[[0, 8, 11, 10], [8, 0, 5, 7], [11, 5, 0, 19], [10, 7, 19, 0]]'","[[0, 2, 1, 4], [5, 0, 3, 6], [6, 4, 0, 5], [3, 1, 2, 0]]'",127,0.015564389000019219
10,"[[0, 14, 7, 0], [14, 0, 10, 0], [7, 10, 0, 1], [0, 0, 1, 0]]'","[[0, 4, 5, 3], [2, 0, 3, 1], [1, 6, 0, 2], [6, 5, 4, 0]]'",77,0.015560038999865355
