[[0, 3, 4, 13, 9, 11, 2, 1, 11, 13, 19, 2], [3, 0, 16, 11, 13, 9, 10, 14, 8, 19, 7, 15], [4, 16, 0, 12, 0, 16, 12, 17, 6, 2, 15, 19], [13, 11, 12, 0, 13, 8, 0, 1, 17, 0, 11, 1], [9, 13, 0, 13, 0, 9, 17, 2, 1, 18, 0, 1], [11, 9, 16, 8, 9, 0, 16, 9, 10, 1, 15, 13], [2, 10, 12, 0, 17, 16, 0, 3, 6, 11, 11, 6], [1, 14, 17, 1, 2, 9, 3, 0, 16, 17, 6, 16], [11, 8, 6, 17, 1, 10, 6, 16, 0, 1, 8, 9], [13, 19, 2, 0, 18, 1, 11, 17, 1, 0, 8, 17], [19, 7, 15, 11, 0, 15, 11, 6, 8, 8, 0, 4], [2, 15, 19, 1, 1, 13, 6, 16, 9, 17, 4, 0]]
[[0, 17, 9, 18, 17, 5, 5, 10, 6, 12, 14, 12], [17, 0, 11, 4, 19, 10, 1, 19, 8, 11, 14, 13], [9, 11, 0, 5, 0, 2, 11, 8, 11, 5, 15, 6], [18, 4, 5, 0, 10, 12, 1, 2, 3, 13, 10, 2], [17, 19, 0, 10, 0, 6, 11, 13, 6, 17, 15, 9], [5, 10, 2, 12, 6, 0, 13, 9, 6, 9, 12, 13], [5, 1, 11, 1, 11, 13, 0, 8, 16, 19, 16, 3], [10, 19, 8, 2, 13, 9, 8, 0, 13, 13, 13, 10], [6, 8, 11, 3, 6, 6, 16, 13, 0, 17, 15, 19], [12, 11, 5, 13, 17, 9, 19, 13, 17, 0, 3, 4], [14, 14, 15, 10, 15, 12, 16, 13, 15, 3, 0, 3], [12, 13, 6, 2, 9, 13, 3, 10, 19, 4, 3, 0]]
[[0, 8, 16, 6, 3, 14, 12, 17, 18, 13, 12, 3], [8, 0, 2, 4, 10, 2, 1, 0, 11, 11, 13, 12], [16, 2, 0, 5, 10, 11, 8, 7, 8, 19, 13, 18], [6, 4, 5, 0, 5, 14, 16, 8, 7, 9, 14, 14], [3, 10, 10, 5, 0, 0, 12, 10, 0, 9, 7, 14], [14, 2, 11, 14, 0, 0, 6, 14, 7, 3, 14, 19], [12, 1, 8, 16, 12, 6, 0, 13, 17, 8, 6, 10], [17, 0, 7, 8, 10, 14, 13, 0, 17, 8, 15, 1], [18, 11, 8, 7, 0, 7, 17, 17, 0, 6, 6, 4], [13, 11, 19, 9, 9, 3, 8, 8, 6, 0, 9, 11], [12, 13, 13, 14, 7, 14, 6, 15, 6, 9, 0, 3], [3, 12, 18, 14, 14, 19, 10, 1, 4, 11, 3, 0]]
[[0, 10, 6, 14, 17, 1, 8, 12, 17, 2, 17, 14], [10, 0, 2, 2, 19, 4, 16, 19, 7, 16, 18, 15], [6, 2, 0, 16, 6, 14, 16, 9, 8, 19, 18, 6], [14, 2, 16, 0, 12, 18, 5, 3, 9, 9, 19, 10], [17, 19, 6, 12, 0, 4, 7, 2, 0, 1, 11, 10], [1, 4, 14, 18, 4, 0, 0, 7, 11, 7, 6, 12], [8, 16, 16, 5, 7, 0, 0, 18, 16, 17, 17, 3], [12, 19, 9, 3, 2, 7, 18, 0, 18, 4, 8, 14], [17, 7, 8, 9, 0, 11, 16, 18, 0, 6, 18, 6], [2, 16, 19, 9, 1, 7, 17, 4, 6, 0, 17, 17], [17, 18, 18, 19, 11, 6, 17, 8, 18, 17, 0, 7], [14, 15, 6, 10, 10, 12, 3, 14, 6, 17, 7, 0]]
[[0, 13, 5, 16, 12, 7, 19, 4, 6, 9, 19, 5], [13, 0, 10, 12, 5, 6, 11, 7, 18, 10, 3, 19], [5, 10, 0, 0, 1, 0, 14, 11, 17, 3, 6, 15], [16, 12, 0, 0, 18, 3, 6, 8, 8, 0, 2, 11], [12, 5, 1, 18, 0, 7, 19, 14, 13, 4, 16, 5], [7, 6, 0, 3, 7, 0, 17, 12, 16, 4, 19, 5], [19, 11, 14, 6, 19, 17, 0, 0, 5, 8, 17, 1], [4, 7, 11, 8, 14, 12, 0, 0, 0, 4, 1, 7], [6, 18, 17, 8, 13, 16, 5, 0, 0, 10, 0, 3], [9, 10, 3, 0, 4, 4, 8, 4, 10, 0, 7, 5], [19, 3, 6, 2, 16, 19, 17, 1, 0, 7, 0, 8], [5, 19, 15, 11, 5, 5, 1, 7, 3, 5, 8, 0]]
[[0, 0, 17, 2, 3, 11, 16, 2, 2, 15, 2, 3], [0, 0, 19, 14, 0, 16, 11, 10, 7, 0, 18, 19], [17, 19, 0, 4, 6, 12, 9, 3, 9, 15, 12, 18], [2, 14, 4, 0, 18, 19, 12, 6, 3, 9, 16, 12], [3, 0, 6, 18, 0, 5, 17, 5, 17, 0, 5, 10], [11, 16, 12, 19, 5, 0, 7, 17, 19, 2, 7, 16], [16, 11, 9, 12, 17, 7, 0, 5, 9, 13, 17, 2], [2, 10, 3, 6, 5, 17, 5, 0, 18, 18, 19, 13], [2, 7, 9, 3, 17, 19, 9, 18, 0, 9, 11, 9], [15, 0, 15, 9, 0, 2, 13, 18, 9, 0, 10, 7], [2, 18, 12, 16, 5, 7, 17, 19, 11, 10, 0, 8], [3, 19, 18, 12, 10, 16, 2, 13, 9, 7, 8, 0]]
[[0, 7, 3, 16, 1, 0, 7, 2, 19, 19, 17, 13], [7, 0, 12, 17, 14, 8, 1, 1, 7, 4, 8, 2], [3, 12, 0, 19, 0, 9, 5, 14, 16, 9, 9, 11], [16, 17, 19, 0, 4, 18, 13, 7, 7, 7, 3, 12], [1, 14, 0, 4, 0, 13, 18, 7, 6, 16, 16, 5], [0, 8, 9, 18, 13, 0, 17, 7, 0, 14, 9, 1], [7, 1, 5, 13, 18, 17, 0, 2, 11, 17, 5, 19], [2, 1, 14, 7, 7, 7, 2, 0, 5, 16, 18, 18], [19, 7, 16, 7, 6, 0, 11, 5, 0, 10, 8, 17], [19, 4, 9, 7, 16, 14, 17, 16, 10, 0, 19, 4], [17, 8, 9, 3, 16, 9, 5, 18, 8, 19, 0, 6], [13, 2, 11, 12, 5, 1, 19, 18, 17, 4, 6, 0]]
[[0, 3, 12, 10, 5, 1, 5, 9, 2, 18, 10, 7], [3, 0, 5, 2, 2, 14, 9, 19, 12, 6, 11, 1], [12, 5, 0, 13, 5, 12, 8, 17, 0, 11, 12, 7], [10, 2, 13, 0, 4, 9, 8, 3, 9, 17, 16, 15], [5, 2, 5, 4, 0, 1, 11, 7, 14, 18, 0, 0], [1, 14, 12, 9, 1, 0, 8, 4, 13, 15, 15, 14], [5, 9, 8, 8, 11, 8, 0, 7, 11, 3, 1, 3], [9, 19, 17, 3, 7, 4, 7, 0, 18, 15, 5, 18], [2, 12, 0, 9, 14, 13, 11, 18, 0, 15, 11, 0], [18, 6, 11, 17, 18, 15, 3, 15, 15, 0, 15, 5], [10, 11, 12, 16, 0, 15, 1, 5, 11, 15, 0, 1], [7, 1, 7, 15, 0, 14, 3, 18, 0, 5, 1, 0]]
[[0, 14, 1, 1, 6, 10, 10, 16, 11, 0, 1, 17], [14, 0, 6, 7, 10, 5, 1, 13, 16, 18, 5, 10], [1, 6, 0, 19, 17, 18, 16, 15, 19, 15, 7, 4], [1, 7, 19, 0, 16, 13, 19, 9, 13, 16, 18, 8], [6, 10, 17, 16, 0, 1, 7, 2, 5, 5, 1, 9], [10, 5, 18, 13, 1, 0, 4, 4, 4, 5, 17, 10], [10, 1, 16, 19, 7, 4, 0, 14, 13, 18, 6, 7], [16, 13, 15, 9, 2, 4, 14, 0, 5, 18, 17, 16], [11, 16, 19, 13, 5, 4, 13, 5, 0, 19, 16, 10], [0, 18, 15, 16, 5, 5, 18, 18, 19, 0, 14, 11], [1, 5, 7, 18, 1, 17, 6, 17, 16, 14, 0, 11], [17, 10, 4, 8, 9, 10, 7, 16, 10, 11, 11, 0]]
[[0, 16, 10, 3, 0, 18, 18, 17, 2, 6, 0, 0], [16, 0, 2, 17, 6, 10, 5, 1, 12, 9, 17, 16], [10, 2, 0, 16, 11, 13, 11, 3, 14, 13, 5, 18], [3, 17, 16, 0, 17, 8, 7, 8, 18, 8, 0, 7], [0, 6, 11, 17, 0, 14, 15, 4, 11, 5, 13, 3], [18, 10, 13, 8, 14, 0, 17, 5, 0, 7, 14, 5], [18, 5, 11, 7, 15, 17, 0, 6, 12, 18, 6, 18], [17, 1, 3, 8, 4, 5, 6, 0, 1, 17, 12, 10], [2, 12, 14, 18, 11, 0, 12, 1, 0, 9, 1, 12], [6, 9, 13, 8, 5, 7, 18, 17, 9, 0, 4, 11], [0, 17, 5, 0, 13, 14, 6, 12, 1, 4, 0, 19], [0, 16, 18, 7, 3, 5, 18, 10, 12, 11, 19, 0]]
