[[0, 1, 19, 5, 12, 18, 0, 14, 14, 19, 10, 7, 12, 11, 10, 15, 4, 3], [1, 0, 9, 1, 14, 6, 0, 3, 5, 16, 4, 6, 17, 4, 15, 14, 4, 6], [19, 9, 0, 16, 2, 2, 17, 12, 6, 19, 3, 10, 18, 0, 10, 4, 14, 11], [5, 1, 16, 0, 18, 18, 13, 11, 6, 1, 12, 8, 10, 5, 15, 5, 6, 18], [12, 14, 2, 18, 0, 4, 2, 4, 12, 1, 9, 1, 2, 12, 7, 11, 17, 0], [18, 6, 2, 18, 4, 0, 2, 15, 16, 5, 19, 14, 13, 17, 2, 17, 0, 11], [0, 0, 17, 13, 2, 2, 0, 12, 4, 19, 7, 18, 14, 3, 12, 16, 6, 0], [14, 3, 12, 11, 4, 15, 12, 0, 13, 12, 18, 16, 3, 0, 6, 16, 7, 4], [14, 5, 6, 6, 12, 16, 4, 13, 0, 17, 2, 12, 10, 9, 6, 10, 16, 7], [19, 16, 19, 1, 1, 5, 19, 12, 17, 0, 15, 1, 2, 2, 13, 15, 5, 6], [10, 4, 3, 12, 9, 19, 7, 18, 2, 15, 0, 16, 11, 2, 3, 2, 16, 12], [7, 6, 10, 8, 1, 14, 18, 16, 12, 1, 16, 0, 0, 14, 8, 1, 19, 5], [12, 17, 18, 10, 2, 13, 14, 3, 10, 2, 11, 0, 0, 12, 15, 2, 18, 18], [11, 4, 0, 5, 12, 17, 3, 0, 9, 2, 2, 14, 12, 0, 12, 0, 7, 13], [10, 15, 10, 15, 7, 2, 12, 6, 6, 13, 3, 8, 15, 12, 0, 14, 14, 2], [15, 14, 4, 5, 11, 17, 16, 16, 10, 15, 2, 1, 2, 0, 14, 0, 15, 5], [4, 4, 14, 6, 17, 0, 6, 7, 16, 5, 16, 19, 18, 7, 14, 15, 0, 13], [3, 6, 11, 18, 0, 11, 0, 4, 7, 6, 12, 5, 18, 13, 2, 5, 13, 0]]
[[0, 0, 7, 5, 5, 8, 10, 1, 1, 15, 14, 12, 7, 14, 12, 5, 14, 9], [0, 0, 2, 6, 16, 5, 12, 5, 18, 5, 13, 16, 16, 3, 3, 10, 13, 17], [7, 2, 0, 14, 15, 9, 13, 3, 1, 1, 9, 17, 0, 17, 17, 14, 19, 18], [5, 6, 14, 0, 5, 16, 4, 2, 7, 8, 9, 11, 15, 16, 12, 0, 15, 10], [5, 16, 15, 5, 0, 18, 15, 1, 2, 5, 5, 15, 14, 3, 0, 2, 5, 6], [8, 5, 9, 16, 18, 0, 4, 1, 9, 17, 16, 4, 18, 13, 9, 9, 9, 0], [10, 12, 13, 4, 15, 4, 0, 6, 3, 15, 8, 1, 0, 8, 8, 6, 10, 11], [1, 5, 3, 2, 1, 1, 6, 0, 5, 12, 5, 19, 6, 19, 6, 5, 10, 12], [1, 18, 1, 7, 2, 9, 3, 5, 0, 5, 10, 15, 8, 14, 9, 6, 5, 9], [15, 5, 1, 8, 5, 17, 15, 12, 5, 0, 11, 7, 9, 7, 13, 7, 14, 8], [14, 13, 9, 9, 5, 16, 8, 5, 10, 11, 0, 17, 12, 2, 14, 6, 3, 8], [12, 16, 17, 11, 15, 4, 1, 19, 15, 7, 17, 0, 5, 9, 14, 13, 18, 4], [7, 16, 0, 15, 14, 18, 0, 6, 8, 9, 12, 5, 0, 6, 10, 12, 7, 7], [14, 3, 17, 16, 3, 13, 8, 19, 14, 7, 2, 9, 6, 0, 9, 10, 15, 2], [12, 3, 17, 12, 0, 9, 8, 6, 9, 13, 14, 14, 10, 9, 0, 8, 9, 13], [5, 10, 14, 0, 2, 9, 6, 5, 6, 7, 6, 13, 12, 10, 8, 0, 12, 4], [14, 13, 19, 15, 5, 9, 10, 10, 5, 14, 3, 18, 7, 15, 9, 12, 0, 14], [9, 17, 18, 10, 6, 0, 11, 12, 9, 8, 8, 4, 7, 2, 13, 4, 14, 0]]
[[0, 18, 6, 6, 18, 15, 0, 7, 17, 0, 11, 9, 6, 19, 18, 5, 0, 16], [18, 0, 2, 18, 13, 2, 17, 15, 19, 1, 4, 13, 6, 1, 7, 19, 11, 13], [6, 2, 0, 6, 7, 17, 12, 15, 18, 19, 11, 12, 0, 10, 11, 4, 6, 5], [6, 18, 6, 0, 5, 9, 16, 4, 11, 0, 1, 19, 12, 12, 15, 19, 16, 3], [18, 13, 7, 5, 0, 1, 3, 11, 18, 15, 0, 7, 4, 16, 3, 14, 8, 13], [15, 2, 17, 9, 1, 0, 12, 9, 19, 4, 6, 11, 7, 6, 13, 11, 5, 14], [0, 17, 12, 16, 3, 12, 0, 8, 6, 18, 11, 12, 10, 4, 19, 3, 6, 14], [7, 15, 15, 4, 11, 9, 8, 0, 19, 4, 17, 2, 11, 1, 12, 5, 8, 16], [17, 19, 18, 11, 18, 19, 6, 19, 0, 12, 12, 2, 10, 18, 1, 18, 6, 13], [0, 1, 19, 0, 15, 4, 18, 4, 12, 0, 12, 19, 11, 17, 0, 10, 14, 16], [11, 4, 11, 1, 0, 6, 11, 17, 12, 12, 0, 18, 17, 10, 15, 15, 8, 10], [9, 13, 12, 19, 7, 11, 12, 2, 2, 19, 18, 0, 15, 7, 1, 8, 6, 8], [6, 6, 0, 12, 4, 7, 10, 11, 10, 11, 17, 15, 0, 1, 19, 0, 8, 1], [19, 1, 10, 12, 16, 6, 4, 1, 18, 17, 10, 7, 1, 0, 3, 3, 12, 3], [18, 7, 11, 15, 3, 13, 19, 12, 1, 0, 15, 1, 19, 3, 0, 13, 8, 8], [5, 19, 4, 19, 14, 11, 3, 5, 18, 10, 15, 8, 0, 3, 13, 0, 14, 17], [0, 11, 6, 16, 8, 5, 6, 8, 6, 14, 8, 6, 8, 12, 8, 14, 0, 7], [16, 13, 5, 3, 13, 14, 14, 16, 13, 16, 10, 8, 1, 3, 8, 17, 7, 0]]
[[0, 4, 7, 17, 13, 16, 19, 13, 15, 11, 4, 10, 5, 17, 7, 4, 6, 1], [4, 0, 12, 19, 8, 19, 1, 6, 10, 9, 15, 11, 2, 4, 1, 9, 4, 7], [7, 12, 0, 5, 14, 2, 16, 8, 17, 8, 1, 11, 10, 14, 9, 3, 1, 4], [17, 19, 5, 0, 15, 6, 11, 19, 7, 4, 17, 8, 4, 12, 10, 6, 14, 14], [13, 8, 14, 15, 0, 2, 1, 5, 11, 0, 16, 1, 5, 1, 12, 3, 10, 10], [16, 19, 2, 6, 2, 0, 6, 11, 8, 12, 17, 15, 9, 8, 7, 13, 0, 9], [19, 1, 16, 11, 1, 6, 0, 6, 17, 9, 18, 18, 16, 9, 10, 11, 19, 19], [13, 6, 8, 19, 5, 11, 6, 0, 5, 2, 14, 13, 0, 6, 6, 15, 6, 13], [15, 10, 17, 7, 11, 8, 17, 5, 0, 18, 17, 18, 0, 1, 7, 19, 4, 7], [11, 9, 8, 4, 0, 12, 9, 2, 18, 0, 17, 17, 15, 2, 16, 4, 18, 19], [4, 15, 1, 17, 16, 17, 18, 14, 17, 17, 0, 15, 10, 19, 9, 4, 13, 19], [10, 11, 11, 8, 1, 15, 18, 13, 18, 17, 15, 0, 7, 13, 14, 10, 18, 9], [5, 2, 10, 4, 5, 9, 16, 0, 0, 15, 10, 7, 0, 17, 15, 10, 0, 18], [17, 4, 14, 12, 1, 8, 9, 6, 1, 2, 19, 13, 17, 0, 11, 19, 13, 4], [7, 1, 9, 10, 12, 7, 10, 6, 7, 16, 9, 14, 15, 11, 0, 9, 18, 11], [4, 9, 3, 6, 3, 13, 11, 15, 19, 4, 4, 10, 10, 19, 9, 0, 11, 17], [6, 4, 1, 14, 10, 0, 19, 6, 4, 18, 13, 18, 0, 13, 18, 11, 0, 11], [1, 7, 4, 14, 10, 9, 19, 13, 7, 19, 19, 9, 18, 4, 11, 17, 11, 0]]
[[0, 6, 11, 15, 10, 8, 11, 6, 19, 1, 3, 0, 1, 9, 5, 4, 16, 19], [6, 0, 0, 2, 2, 8, 4, 4, 6, 9, 13, 7, 10, 5, 18, 4, 13, 3], [11, 0, 0, 7, 2, 0, 3, 12, 0, 12, 9, 13, 19, 13, 4, 19, 2, 17], [15, 2, 7, 0, 2, 14, 5, 16, 4, 12, 16, 12, 1, 10, 18, 11, 16, 19], [10, 2, 2, 2, 0, 18, 18, 0, 13, 7, 3, 0, 2, 9, 5, 15, 8, 15], [8, 8, 0, 14, 18, 0, 8, 14, 2, 16, 18, 19, 19, 6, 12, 18, 10, 8], [11, 4, 3, 5, 18, 8, 0, 3, 0, 2, 12, 11, 9, 17, 14, 4, 15, 4], [6, 4, 12, 16, 0, 14, 3, 0, 18, 10, 13, 2, 8, 9, 9, 5, 4, 3], [19, 6, 0, 4, 13, 2, 0, 18, 0, 7, 0, 8, 9, 6, 13, 7, 10, 7], [1, 9, 12, 12, 7, 16, 2, 10, 7, 0, 4, 0, 9, 9, 5, 1, 4, 19], [3, 13, 9, 16, 3, 18, 12, 13, 0, 4, 0, 6, 9, 18, 16, 7, 0, 1], [0, 7, 13, 12, 0, 19, 11, 2, 8, 0, 6, 0, 19, 13, 14, 15, 7, 1], [1, 10, 19, 1, 2, 19, 9, 8, 9, 9, 9, 19, 0, 15, 16, 9, 16, 3], [9, 5, 13, 10, 9, 6, 17, 9, 6, 9, 18, 13, 15, 0, 16, 6, 2, 0], [5, 18, 4, 18, 5, 12, 14, 9, 13, 5, 16, 14, 16, 16, 0, 0, 17, 2], [4, 4, 19, 11, 15, 18, 4, 5, 7, 1, 7, 15, 9, 6, 0, 0, 7, 7], [16, 13, 2, 16, 8, 10, 15, 4, 10, 4, 0, 7, 16, 2, 17, 7, 0, 15], [19, 3, 17, 19, 15, 8, 4, 3, 7, 19, 1, 1, 3, 0, 2, 7, 15, 0]]
[[0, 14, 0, 7, 13, 1, 19, 19, 0, 3, 11, 18, 14, 15, 9, 17, 16, 3], [14, 0, 5, 10, 4, 17, 12, 11, 10, 16, 2, 1, 17, 9, 11, 16, 8, 13], [0, 5, 0, 0, 18, 1, 13, 5, 3, 17, 2, 19, 11, 19, 15, 19, 8, 12], [7, 10, 0, 0, 17, 8, 6, 9, 17, 1, 9, 1, 13, 1, 16, 15, 11, 9], [13, 4, 18, 17, 0, 18, 19, 2, 4, 14, 6, 12, 6, 10, 1, 16, 1, 6], [1, 17, 1, 8, 18, 0, 12, 12, 0, 0, 6, 3, 5, 9, 17, 7, 10, 1], [19, 12, 13, 6, 19, 12, 0, 11, 14, 10, 16, 1, 0, 19, 18, 13, 13, 11], [19, 11, 5, 9, 2, 12, 11, 0, 8, 2, 7, 9, 7, 15, 14, 17, 10, 7], [0, 10, 3, 17, 4, 0, 14, 8, 0, 2, 1, 0, 19, 16, 3, 1, 16, 10], [3, 16, 17, 1, 14, 0, 10, 2, 2, 0, 4, 19, 2, 18, 7, 15, 3, 5], [11, 2, 2, 9, 6, 6, 16, 7, 1, 4, 0, 8, 19, 15, 6, 6, 5, 2], [18, 1, 19, 1, 12, 3, 1, 9, 0, 19, 8, 0, 3, 0, 11, 11, 2, 0], [14, 17, 11, 13, 6, 5, 0, 7, 19, 2, 19, 3, 0, 16, 0, 14, 12, 19], [15, 9, 19, 1, 10, 9, 19, 15, 16, 18, 15, 0, 16, 0, 2, 9, 6, 1], [9, 11, 15, 16, 1, 17, 18, 14, 3, 7, 6, 11, 0, 2, 0, 0, 6, 9], [17, 16, 19, 15, 16, 7, 13, 17, 1, 15, 6, 11, 14, 9, 0, 0, 19, 19], [16, 8, 8, 11, 1, 10, 13, 10, 16, 3, 5, 2, 12, 6, 6, 19, 0, 6], [3, 13, 12, 9, 6, 1, 11, 7, 10, 5, 2, 0, 19, 1, 9, 19, 6, 0]]
[[0, 9, 1, 10, 3, 15, 16, 1, 13, 14, 1, 4, 15, 17, 3, 2, 6, 2], [9, 0, 18, 9, 4, 19, 10, 4, 12, 1, 2, 9, 6, 5, 1, 8, 15, 12], [1, 18, 0, 18, 3, 2, 18, 11, 1, 11, 2, 13, 9, 7, 9, 19, 7, 10], [10, 9, 18, 0, 9, 5, 0, 2, 1, 9, 14, 5, 5, 18, 14, 19, 16, 7], [3, 4, 3, 9, 0, 0, 9, 14, 8, 13, 18, 5, 3, 19, 6, 12, 7, 16], [15, 19, 2, 5, 0, 0, 8, 12, 16, 4, 4, 8, 0, 6, 5, 16, 6, 10], [16, 10, 18, 0, 9, 8, 0, 19, 3, 12, 11, 15, 6, 11, 10, 19, 16, 18], [1, 4, 11, 2, 14, 12, 19, 0, 18, 2, 15, 6, 6, 14, 8, 0, 11, 2], [13, 12, 1, 1, 8, 16, 3, 18, 0, 17, 6, 13, 13, 1, 14, 0, 3, 13], [14, 1, 11, 9, 13, 4, 12, 2, 17, 0, 4, 8, 13, 17, 11, 4, 12, 5], [1, 2, 2, 14, 18, 4, 11, 15, 6, 4, 0, 4, 10, 15, 19, 16, 4, 14], [4, 9, 13, 5, 5, 8, 15, 6, 13, 8, 4, 0, 17, 16, 18, 10, 7, 1], [15, 6, 9, 5, 3, 0, 6, 6, 13, 13, 10, 17, 0, 0, 13, 12, 19, 3], [17, 5, 7, 18, 19, 6, 11, 14, 1, 17, 15, 16, 0, 0, 19, 1, 10, 19], [3, 1, 9, 14, 6, 5, 10, 8, 14, 11, 19, 18, 13, 19, 0, 11, 0, 7], [2, 8, 19, 19, 12, 16, 19, 0, 0, 4, 16, 10, 12, 1, 11, 0, 5, 11], [6, 15, 7, 16, 7, 6, 16, 11, 3, 12, 4, 7, 19, 10, 0, 5, 0, 6], [2, 12, 10, 7, 16, 10, 18, 2, 13, 5, 14, 1, 3, 19, 7, 11, 6, 0]]
[[0, 5, 19, 18, 14, 2, 18, 3, 2, 9, 17, 6, 1, 18, 17, 17, 18, 17], [5, 0, 13, 18, 6, 14, 11, 2, 9, 14, 10, 15, 17, 5, 9, 6, 14, 17], [19, 13, 0, 19, 13, 12, 19, 2, 18, 11, 14, 17, 15, 0, 13, 12, 11, 14], [18, 18, 19, 0, 11, 9, 0, 15, 17, 16, 1, 3, 4, 3, 6, 7, 4, 7], [14, 6, 13, 11, 0, 15, 6, 1, 16, 14, 16, 12, 16, 16, 9, 19, 11, 13], [2, 14, 12, 9, 15, 0, 16, 17, 17, 19, 2, 11, 9, 19, 6, 16, 5, 15], [18, 11, 19, 0, 6, 16, 0, 8, 13, 1, 1, 7, 1, 5, 2, 3, 16, 13], [3, 2, 2, 15, 1, 17, 8, 0, 11, 18, 10, 18, 2, 2, 5, 3, 6, 8], [2, 9, 18, 17, 16, 17, 13, 11, 0, 10, 4, 4, 9, 6, 10, 8, 19, 18], [9, 14, 11, 16, 14, 19, 1, 18, 10, 0, 16, 6, 7, 18, 15, 4, 4, 0], [17, 10, 14, 1, 16, 2, 1, 10, 4, 16, 0, 19, 6, 16, 15, 13, 3, 5], [6, 15, 17, 3, 12, 11, 7, 18, 4, 6, 19, 0, 17, 6, 4, 17, 2, 10], [1, 17, 15, 4, 16, 9, 1, 2, 9, 7, 6, 17, 0, 3, 3, 9, 13, 3], [18, 5, 0, 3, 16, 19, 5, 2, 6, 18, 16, 6, 3, 0, 16, 18, 10, 13], [17, 9, 13, 6, 9, 6, 2, 5, 10, 15, 15, 4, 3, 16, 0, 10, 3, 19], [17, 6, 12, 7, 19, 16, 3, 3, 8, 4, 13, 17, 9, 18, 10, 0, 7, 7], [18, 14, 11, 4, 11, 5, 16, 6, 19, 4, 3, 2, 13, 10, 3, 7, 0, 11], [17, 17, 14, 7, 13, 15, 13, 8, 18, 0, 5, 10, 3, 13, 19, 7, 11, 0]]
[[0, 15, 8, 6, 19, 14, 6, 16, 12, 2, 4, 13, 10, 14, 5, 15, 16, 9], [15, 0, 15, 1, 6, 6, 1, 12, 17, 0, 7, 6, 3, 12, 14, 12, 17, 16], [8, 15, 0, 12, 5, 8, 4, 16, 10, 18, 2, 6, 11, 15, 1, 4, 17, 0], [6, 1, 12, 0, 12, 2, 4, 3, 9, 17, 3, 2, 6, 17, 2, 12, 9, 12], [19, 6, 5, 12, 0, 7, 8, 1, 6, 11, 19, 3, 13, 3, 13, 12, 11, 15], [14, 6, 8, 2, 7, 0, 3, 13, 6, 11, 3, 3, 4, 10, 5, 12, 3, 15], [6, 1, 4, 4, 8, 3, 0, 15, 8, 4, 13, 2, 4, 14, 5, 2, 15, 1], [16, 12, 16, 3, 1, 13, 15, 0, 2, 5, 9, 4, 17, 0, 16, 17, 5, 18], [12, 17, 10, 9, 6, 6, 8, 2, 0, 19, 13, 13, 9, 19, 2, 5, 0, 4], [2, 0, 18, 17, 11, 11, 4, 5, 19, 0, 15, 18, 11, 2, 5, 12, 5, 17], [4, 7, 2, 3, 19, 3, 13, 9, 13, 15, 0, 12, 0, 7, 7, 4, 8, 12], [13, 6, 6, 2, 3, 3, 2, 4, 13, 18, 12, 0, 18, 3, 11, 11, 18, 15], [10, 3, 11, 6, 13, 4, 4, 17, 9, 11, 0, 18, 0, 13, 1, 11, 17, 7], [14, 12, 15, 17, 3, 10, 14, 0, 19, 2, 7, 3, 13, 0, 18, 1, 17, 7], [5, 14, 1, 2, 13, 5, 5, 16, 2, 5, 7, 11, 1, 18, 0, 16, 19, 1], [15, 12, 4, 12, 12, 12, 2, 17, 5, 12, 4, 11, 11, 1, 16, 0, 11, 2], [16, 17, 17, 9, 11, 3, 15, 5, 0, 5, 8, 18, 17, 17, 19, 11, 0, 3], [9, 16, 0, 12, 15, 15, 1, 18, 4, 17, 12, 15, 7, 7, 1, 2, 3, 0]]
[[0, 11, 2, 8, 10, 4, 17, 6, 11, 13, 15, 19, 10, 2, 2, 6, 8, 10], [11, 0, 2, 3, 10, 14, 1, 4, 1, 10, 19, 9, 10, 1, 13, 19, 5, 1], [2, 2, 0, 1, 14, 10, 13, 0, 14, 8, 7, 5, 3, 18, 4, 1, 17, 16], [8, 3, 1, 0, 12, 2, 19, 0, 14, 14, 7, 16, 6, 18, 13, 14, 0, 19], [10, 10, 14, 12, 0, 16, 4, 7, 9, 9, 0, 6, 17, 19, 7, 15, 2, 0], [4, 14, 10, 2, 16, 0, 15, 8, 7, 0, 6, 15, 8, 17, 5, 5, 7, 2], [17, 1, 13, 19, 4, 15, 0, 7, 16, 9, 19, 5, 11, 5, 7, 14, 0, 11], [6, 4, 0, 0, 7, 8, 7, 0, 13, 6, 0, 7, 5, 10, 12, 19, 3, 7], [11, 1, 14, 14, 9, 7, 16, 13, 0, 9, 16, 0, 5, 0, 18, 0, 1, 15], [13, 10, 8, 14, 9, 0, 9, 6, 9, 0, 11, 8, 9, 6, 9, 7, 12, 12], [15, 19, 7, 7, 0, 6, 19, 0, 16, 11, 0, 9, 12, 16, 2, 7, 13, 2], [19, 9, 5, 16, 6, 15, 5, 7, 0, 8, 9, 0, 16, 11, 3, 13, 2, 12], [10, 10, 3, 6, 17, 8, 11, 5, 5, 9, 12, 16, 0, 17, 3, 0, 19, 17], [2, 1, 18, 18, 19, 17, 5, 10, 0, 6, 16, 11, 17, 0, 1, 5, 2, 14], [2, 13, 4, 13, 7, 5, 7, 12, 18, 9, 2, 3, 3, 1, 0, 0, 18, 18], [6, 19, 1, 14, 15, 5, 14, 19, 0, 7, 7, 13, 0, 5, 0, 0, 11, 18], [8, 5, 17, 0, 2, 7, 0, 3, 1, 12, 13, 2, 19, 2, 18, 11, 0, 19], [10, 1, 16, 19, 0, 2, 11, 7, 15, 12, 2, 12, 17, 14, 18, 18, 19, 0]]
