[[0, 11, 6, 19, 13, 6, 10, 15, 10, 9, 5, 0, 8, 1], [11, 0, 4, 0, 4, 10, 5, 5, 2, 1, 4, 3, 18, 14], [6, 4, 0, 2, 7, 19, 4, 8, 9, 7, 15, 9, 11, 19], [19, 0, 2, 0, 16, 9, 18, 1, 11, 1, 9, 10, 15, 11], [13, 4, 7, 16, 0, 12, 0, 5, 5, 14, 17, 5, 19, 15], [6, 10, 19, 9, 12, 0, 10, 11, 5, 4, 14, 4, 17, 0], [10, 5, 4, 18, 0, 10, 0, 7, 3, 0, 7, 3, 16, 19], [15, 5, 8, 1, 5, 11, 7, 0, 17, 5, 8, 10, 3, 6], [10, 2, 9, 11, 5, 5, 3, 17, 0, 2, 17, 7, 9, 17], [9, 1, 7, 1, 14, 4, 0, 5, 2, 0, 7, 10, 4, 2], [5, 4, 15, 9, 17, 14, 7, 8, 17, 7, 0, 7, 8, 4], [0, 3, 9, 10, 5, 4, 3, 10, 7, 10, 7, 0, 0, 6], [8, 18, 11, 15, 19, 17, 16, 3, 9, 4, 8, 0, 0, 8], [1, 14, 19, 11, 15, 0, 19, 6, 17, 2, 4, 6, 8, 0]]
[[0, 17, 9, 19, 0, 3, 19, 3, 4, 2, 1, 10, 5, 6], [17, 0, 16, 11, 10, 14, 5, 1, 15, 6, 14, 12, 1, 1], [9, 16, 0, 16, 7, 9, 8, 14, 16, 5, 1, 7, 16, 15], [19, 11, 16, 0, 9, 12, 1, 11, 6, 3, 1, 10, 8, 12], [0, 10, 7, 9, 0, 3, 19, 11, 19, 10, 12, 9, 16, 4], [3, 14, 9, 12, 3, 0, 16, 18, 19, 15, 10, 3, 7, 0], [19, 5, 8, 1, 19, 16, 0, 2, 1, 3, 11, 16, 0, 6], [3, 1, 14, 11, 11, 18, 2, 0, 16, 15, 1, 14, 13, 4], [4, 15, 16, 6, 19, 19, 1, 16, 0, 0, 2, 7, 15, 13], [2, 6, 5, 3, 10, 15, 3, 15, 0, 0, 17, 19, 4, 19], [1, 14, 1, 1, 12, 10, 11, 1, 2, 17, 0, 13, 11, 6], [10, 12, 7, 10, 9, 3, 16, 14, 7, 19, 13, 0, 4, 17], [5, 1, 16, 8, 16, 7, 0, 13, 15, 4, 11, 4, 0, 17], [6, 1, 15, 12, 4, 0, 6, 4, 13, 19, 6, 17, 17, 0]]
[[0, 7, 3, 13, 13, 4, 7, 0, 18, 12, 1, 0, 10, 12], [7, 0, 4, 17, 0, 1, 19, 6, 3, 16, 8, 0, 8, 15], [3, 4, 0, 13, 2, 12, 19, 2, 17, 0, 0, 5, 1, 8], [13, 17, 13, 0, 1, 5, 10, 2, 6, 7, 17, 13, 3, 0], [13, 0, 2, 1, 0, 1, 4, 5, 9, 17, 4, 8, 18, 6], [4, 1, 12, 5, 1, 0, 11, 6, 18, 1, 9, 6, 11, 3], [7, 19, 19, 10, 4, 11, 0, 1, 0, 16, 4, 12, 7, 15], [0, 6, 2, 2, 5, 6, 1, 0, 4, 19, 1, 8, 13, 9], [18, 3, 17, 6, 9, 18, 0, 4, 0, 0, 7, 17, 4, 13], [12, 16, 0, 7, 17, 1, 16, 19, 0, 0, 12, 6, 7, 7], [1, 8, 0, 17, 4, 9, 4, 1, 7, 12, 0, 10, 19, 3], [0, 0, 5, 13, 8, 6, 12, 8, 17, 6, 10, 0, 17, 12], [10, 8, 1, 3, 18, 11, 7, 13, 4, 7, 19, 17, 0, 6], [12, 15, 8, 0, 6, 3, 15, 9, 13, 7, 3, 12, 6, 0]]
[[0, 6, 8, 6, 15, 15, 14, 5, 2, 6, 8, 4, 6, 16], [6, 0, 1, 7, 13, 4, 19, 16, 4, 8, 13, 2, 17, 4], [8, 1, 0, 12, 4, 8, 10, 16, 19, 1, 0, 11, 12, 3], [6, 7, 12, 0, 17, 6, 17, 15, 13, 9, 5, 7, 8, 10], [15, 13, 4, 17, 0, 2, 6, 13, 19, 15, 8, 13, 2, 1], [15, 4, 8, 6, 2, 0, 2, 18, 15, 19, 16, 2, 5, 19], [14, 19, 10, 17, 6, 2, 0, 15, 11, 16, 2, 16, 10, 4], [5, 16, 16, 15, 13, 18, 15, 0, 5, 14, 6, 2, 14, 13], [2, 4, 19, 13, 19, 15, 11, 5, 0, 15, 13, 8, 12, 0], [6, 8, 1, 9, 15, 19, 16, 14, 15, 0, 0, 13, 9, 4], [8, 13, 0, 5, 8, 16, 2, 6, 13, 0, 0, 0, 3, 9], [4, 2, 11, 7, 13, 2, 16, 2, 8, 13, 0, 0, 17, 14], [6, 17, 12, 8, 2, 5, 10, 14, 12, 9, 3, 17, 0, 18], [16, 4, 3, 10, 1, 19, 4, 13, 0, 4, 9, 14, 18, 0]]
[[0, 11, 13, 14, 1, 10, 6, 11, 0, 5, 0, 10, 6, 5], [11, 0, 2, 11, 2, 1, 12, 19, 19, 9, 9, 4, 8, 8], [13, 2, 0, 12, 13, 1, 11, 5, 17, 9, 6, 1, 10, 1], [14, 11, 12, 0, 0, 4, 0, 8, 2, 18, 11, 18, 0, 14], [1, 2, 13, 0, 0, 11, 3, 0, 2, 14, 2, 18, 1, 19], [10, 1, 1, 4, 11, 0, 14, 15, 13, 6, 3, 13, 0, 18], [6, 12, 11, 0, 3, 14, 0, 17, 19, 8, 1, 7, 8, 7], [11, 19, 5, 8, 0, 15, 17, 0, 10, 17, 4, 6, 1, 19], [0, 19, 17, 2, 2, 13, 19, 10, 0, 11, 0, 10, 18, 6], [5, 9, 9, 18, 14, 6, 8, 17, 11, 0, 16, 3, 12, 6], [0, 9, 6, 11, 2, 3, 1, 4, 0, 16, 0, 19, 11, 13], [10, 4, 1, 18, 18, 13, 7, 6, 10, 3, 19, 0, 4, 11], [6, 8, 10, 0, 1, 0, 8, 1, 18, 12, 11, 4, 0, 15], [5, 8, 1, 14, 19, 18, 7, 19, 6, 6, 13, 11, 15, 0]]
[[0, 17, 6, 19, 9, 0, 3, 10, 3, 17, 10, 12, 6, 3], [17, 0, 15, 12, 1, 2, 6, 19, 0, 3, 18, 15, 18, 13], [6, 15, 0, 4, 10, 10, 4, 9, 2, 6, 7, 4, 10, 19], [19, 12, 4, 0, 18, 4, 4, 5, 16, 19, 11, 9, 7, 16], [9, 1, 10, 18, 0, 10, 19, 18, 0, 7, 15, 16, 1, 12], [0, 2, 10, 4, 10, 0, 0, 12, 19, 13, 11, 16, 16, 15], [3, 6, 4, 4, 19, 0, 0, 19, 2, 14, 16, 12, 13, 18], [10, 19, 9, 5, 18, 12, 19, 0, 9, 9, 18, 5, 9, 10], [3, 0, 2, 16, 0, 19, 2, 9, 0, 10, 3, 9, 11, 16], [17, 3, 6, 19, 7, 13, 14, 9, 10, 0, 15, 7, 3, 8], [10, 18, 7, 11, 15, 11, 16, 18, 3, 15, 0, 3, 0, 5], [12, 15, 4, 9, 16, 16, 12, 5, 9, 7, 3, 0, 2, 10], [6, 18, 10, 7, 1, 16, 13, 9, 11, 3, 0, 2, 0, 8], [3, 13, 19, 16, 12, 15, 18, 10, 16, 8, 5, 10, 8, 0]]
[[0, 4, 16, 4, 6, 11, 3, 3, 2, 0, 8, 2, 18, 18], [4, 0, 14, 19, 8, 15, 16, 11, 4, 4, 15, 7, 5, 5], [16, 14, 0, 12, 14, 6, 6, 2, 5, 1, 6, 2, 11, 18], [4, 19, 12, 0, 10, 5, 11, 13, 16, 19, 4, 6, 0, 16], [6, 8, 14, 10, 0, 18, 4, 19, 2, 11, 2, 19, 10, 15], [11, 15, 6, 5, 18, 0, 10, 16, 5, 0, 1, 3, 8, 17], [3, 16, 6, 11, 4, 10, 0, 11, 16, 0, 14, 14, 15, 0], [3, 11, 2, 13, 19, 16, 11, 0, 14, 12, 6, 7, 8, 7], [2, 4, 5, 16, 2, 5, 16, 14, 0, 11, 8, 15, 13, 6], [0, 4, 1, 19, 11, 0, 0, 12, 11, 0, 11, 2, 0, 18], [8, 15, 6, 4, 2, 1, 14, 6, 8, 11, 0, 11, 19, 17], [2, 7, 2, 6, 19, 3, 14, 7, 15, 2, 11, 0, 3, 11], [18, 5, 11, 0, 10, 8, 15, 8, 13, 0, 19, 3, 0, 17], [18, 5, 18, 16, 15, 17, 0, 7, 6, 18, 17, 11, 17, 0]]
[[0, 3, 8, 9, 13, 10, 11, 13, 6, 9, 7, 5, 3, 15], [3, 0, 17, 19, 18, 7, 1, 8, 14, 1, 6, 9, 19, 16], [8, 17, 0, 15, 1, 16, 8, 10, 4, 3, 7, 13, 19, 8], [9, 19, 15, 0, 2, 7, 0, 0, 5, 4, 1, 0, 7, 5], [13, 18, 1, 2, 0, 7, 1, 19, 17, 12, 0, 9, 0, 3], [10, 7, 16, 7, 7, 0, 19, 2, 7, 8, 10, 15, 0, 1], [11, 1, 8, 0, 1, 19, 0, 3, 18, 15, 0, 2, 16, 13], [13, 8, 10, 0, 19, 2, 3, 0, 13, 0, 3, 8, 0, 5], [6, 14, 4, 5, 17, 7, 18, 13, 0, 2, 9, 13, 5, 15], [9, 1, 3, 4, 12, 8, 15, 0, 2, 0, 7, 15, 19, 5], [7, 6, 7, 1, 0, 10, 0, 3, 9, 7, 0, 13, 13, 14], [5, 9, 13, 0, 9, 15, 2, 8, 13, 15, 13, 0, 13, 8], [3, 19, 19, 7, 0, 0, 16, 0, 5, 19, 13, 13, 0, 18], [15, 16, 8, 5, 3, 1, 13, 5, 15, 5, 14, 8, 18, 0]]
[[0, 4, 4, 7, 2, 7, 7, 19, 6, 0, 18, 5, 1, 9], [4, 0, 0, 13, 10, 4, 13, 4, 4, 1, 8, 3, 8, 11], [4, 0, 0, 17, 19, 5, 2, 13, 11, 1, 17, 12, 19, 14], [7, 13, 17, 0, 6, 2, 15, 17, 9, 15, 9, 17, 9, 6], [2, 10, 19, 6, 0, 13, 13, 16, 14, 6, 13, 4, 13, 9], [7, 4, 5, 2, 13, 0, 10, 18, 15, 12, 14, 4, 1, 8], [7, 13, 2, 15, 13, 10, 0, 15, 6, 13, 3, 10, 15, 8], [19, 4, 13, 17, 16, 18, 15, 0, 15, 15, 6, 13, 12, 8], [6, 4, 11, 9, 14, 15, 6, 15, 0, 12, 13, 10, 4, 11], [0, 1, 1, 15, 6, 12, 13, 15, 12, 0, 10, 10, 11, 18], [18, 8, 17, 9, 13, 14, 3, 6, 13, 10, 0, 19, 19, 17], [5, 3, 12, 17, 4, 4, 10, 13, 10, 10, 19, 0, 5, 17], [1, 8, 19, 9, 13, 1, 15, 12, 4, 11, 19, 5, 0, 6], [9, 11, 14, 6, 9, 8, 8, 8, 11, 18, 17, 17, 6, 0]]
[[0, 18, 8, 4, 8, 9, 5, 12, 1, 8, 17, 19, 17, 11], [18, 0, 14, 2, 14, 17, 11, 13, 14, 16, 17, 6, 9, 6], [8, 14, 0, 7, 7, 1, 16, 5, 3, 16, 1, 1, 10, 1], [4, 2, 7, 0, 19, 12, 6, 18, 4, 6, 11, 16, 4, 15], [8, 14, 7, 19, 0, 10, 6, 14, 6, 6, 19, 14, 14, 19], [9, 17, 1, 12, 10, 0, 18, 9, 1, 15, 6, 8, 0, 14], [5, 11, 16, 6, 6, 18, 0, 8, 15, 7, 11, 9, 5, 9], [12, 13, 5, 18, 14, 9, 8, 0, 16, 0, 18, 15, 7, 3], [1, 14, 3, 4, 6, 1, 15, 16, 0, 2, 12, 4, 19, 12], [8, 16, 16, 6, 6, 15, 7, 0, 2, 0, 13, 19, 15, 5], [17, 17, 1, 11, 19, 6, 11, 18, 12, 13, 0, 1, 0, 8], [19, 6, 1, 16, 14, 8, 9, 15, 4, 19, 1, 0, 7, 3], [17, 9, 10, 4, 14, 0, 5, 7, 19, 15, 0, 7, 0, 11], [11, 6, 1, 15, 19, 14, 9, 3, 12, 5, 8, 3, 11, 0]]
